,icaoId,receiptTime,obsTime,reportTime,temp,dewp,wdir,wspd,visib,altim,qcField,metarType,rawOb,lat,lon,elev,name,cover,clouds,fltCat,wxString,slp,presTend,precip,wgst,vertVis,maxT,minT,IATA,Airport name,Country,City,Information
802,KASN,2025-11-14 17:40:47.558000+00:00,1763141700,2025-11-14T17:35:00.000Z,22.0,6.0,VRB,1.0,10+,1023.1,6,METAR,METAR KASN 141735Z AUTO VRB01KT 10SM CLR 22/06 A3021 RMK AO2,33.569,-86.0519,159,"Talladega Muni, AL, US",CLR,[],VFR,,,,,,,,,ASN,Talladega Municipal Airport,United States of America,Talladega,https://www.worlddata.info/america/usa/airports.php
803,KAST,2025-11-14 17:40:40.090000+00:00,1763141820,2025-11-14T17:37:00.000Z,12.2,11.1,210,13.0,3,1009.2,6,SPECI,SPECI KAST 141737Z AUTO 21013G22KT 3SM -RA BR BKN010 OVC014 12/11 A2980 RMK AO2 PK WND 21027/1720 RAE17B21 P0001 T01220111,46.157,-123.8833,3,"Astoria Rgnl, OR, US",OVC,"[{'cover': 'BKN', 'base': 1000}, {'cover': 'OVC', 'base': 1400}]",MVFR,-RA BR,,,0.01,22.0,,,,AST,Astoria Regional Airport,United States of America,Astoria,https://www.worlddata.info/america/usa/airports.php
804,KASX,2025-11-14 16:58:12.605000+00:00,1763139180,2025-11-14T17:00:00.000Z,9.4,0.0,130,4.0,10+,1009.9,6,METAR,METAR KASX 141653Z AUTO 13004KT 10SM CLR 09/00 A2982 RMK AO2 SLP106 T00940000,46.5468,-90.9184,249,"Ashland/Kennedy Mem Arpt, WI, US",CLR,[],VFR,,1010.6,,,,,,,ASX,John F Kennedy Memorial Airport,United States of America,Ashland,https://www.worlddata.info/america/usa/airports.php
805,KATL,2025-11-14 16:56:33.119000+00:00,1763139120,2025-11-14T17:00:00.000Z,20.6,-0.6,0,0.0,10+,1024.5,4,METAR,METAR KATL 141652Z 00000KT 10SM FEW250 21/M01 A3025 RMK AO2 SLP242 T02061006,33.6297,-84.4422,309,"Atlanta/Hartsfield-Jackson Intl, GA, US",FEW,"[{'cover': 'FEW', 'base': 25000}]",VFR,,1024.2,,,,,,,ATL,Hartsfield Jackson Atlanta International Airport,United States of America,Atlanta,https://www.worlddata.info/america/usa/airports.php
806,KATS,2025-11-14 17:40:31.723000+00:00,1763141700,2025-11-14T17:35:00.000Z,20.0,-2.0,0,0.0,10+,1021.1,6,METAR,METAR KATS 141735Z AUTO 00000KT 10SM CLR 20/M02 A3015 RMK AO2,32.8524,-104.4644,1073,"Artesia Muni, NM, US",CLR,[],VFR,,,,,,,,,ATS,Artesia Municipal Airport,United States of America,Artesia,https://www.worlddata.info/america/usa/airports.php
807,KATW,2025-11-14 17:45:45.167000+00:00,1763142300,2025-11-14T18:00:00.000Z,14.0,2.0,VRB,4.0,10+,1013.0,0,METAR,METAR KATW 141745Z VRB04KT 10SM SCT120 14/02 A2991,44.2519,-88.526,266,"Appleton/Outagamie Cnty, WI, US",SCT,"[{'cover': 'SCT', 'base': 12000}]",VFR,,,,,,,,,ATW,Appleton International Airport,United States of America,Appleton,https://www.worlddata.info/america/usa/airports.php
808,KATY,2025-11-14 16:58:12.620000+00:00,1763139180,2025-11-14T17:00:00.000Z,13.3,3.3,180,7.0,10+,1004.5,6,METAR,METAR KATY 141653Z AUTO 18007KT 10SM CLR 13/03 A2966 RMK AO2 SLP049 T01330033,44.9045,-97.1496,531,"Watertown Rgnl, SD, US",CLR,[],VFR,,1004.9,,,,,,,ATY,Watertown Regional Airport,United States of America,Watertown,https://www.worlddata.info/america/usa/airports.php
809,KAUG,2025-11-14 16:58:12.632000+00:00,1763139180,2025-11-14T17:00:00.000Z,5.6,-2.2,300,7.0,10+,1011.6,142,METAR,METAR KAUG 141653Z AUTO 30007KT 10SM SCT035 BKN049 OVC060 06/M02 A2987 RMK AO2 SLP118 T00561022 PWINO $,44.3161,-69.797,107,"Augusta/State Arpt, ME, US",OVC,"[{'cover': 'SCT', 'base': 3500}, {'cover': 'BKN', 'base': 4900}, {'cover': 'OVC', 'base': 6000}]",VFR,,1011.8,,,,,,,AUG,Augusta State Airport,United States of America,Augusta,https://www.worlddata.info/america/usa/airports.php
810,KAUM,2025-11-14 17:38:15.860000+00:00,1763141700,2025-11-14T17:35:00.000Z,16.0,9.0,190,8.0,10+,1009.9,6,METAR,METAR KAUM 141735Z AUTO 19008KT 10SM CLR 16/09 A2982 RMK AO2,43.6688,-92.9321,376,"Austin Muni, MN, US",CLR,[],VFR,,,,,,,,,AUM,Austin Municipal Airport,United States of America,Austin,https://www.worlddata.info/america/usa/airports.php
811,KAUN,2025-11-14 17:42:08.050000+00:00,1763141700,2025-11-14T17:35:00.000Z,13.0,11.0,0,0.0,10+,1015.0,6,METAR,METAR KAUN 141735Z AUTO 00000KT 10SM SCT120 13/11 A2997 RMK A01,38.9553,-121.0865,453,"Auburn Muni, CA, US",SCT,"[{'cover': 'SCT', 'base': 12000}]",VFR,,,,,,,,,AUN,Auburn Municipal Airport,United States of America,Auburn,https://www.worlddata.info/america/usa/airports.php
812,KAUO,2025-11-14 16:58:38.049000+00:00,1763139360,2025-11-14T17:00:00.000Z,21.7,5.0,80,3.0,10+,1024.8,14,METAR,METAR KAUO 141656Z AUTO 08003KT 10SM CLR 22/05 A3026 RMK AO2 SLP238 T02170050 $,32.617,-85.4342,231,"Auburn Univ Arpt, AL, US",CLR,[],VFR,,1023.8,,,,,,,AUO,Auburn University Regional Airport,United States of America,Auburn,https://www.worlddata.info/america/usa/airports.php
813,KAUS,2025-11-14 17:26:20.828000+00:00,1763140920,2025-11-14T17:22:00.000Z,25.6,17.2,210,11.0,10+,1020.1,4,SPECI,SPECI KAUS 141722Z 21011G19KT 10SM BKN032 26/17 A3012 RMK AO2 T02560172,30.2098,-97.6806,148,"Austin/Bergstrom Intl, TX, US",BKN,"[{'cover': 'BKN', 'base': 3200}]",VFR,,,,,19.0,,,,AUS,Austin Bergstrom International Airport,United States of America,Austin,https://www.worlddata.info/america/usa/airports.php
814,KAUW,2025-11-14 16:58:33.966000+00:00,1763139240,2025-11-14T17:00:00.000Z,10.6,-0.6,90,5.0,10+,1012.6,6,METAR,METAR KAUW 141654Z AUTO 09005KT 10SM CLR 11/M01 A2990 RMK AO2 SLP136 T01061006,44.9265,-89.6248,367,"Wausau Downtown, WI, US",CLR,[],VFR,,1013.6,,,,,,,AUW,Wausau Downtown Airport,United States of America,Wausau,https://www.worlddata.info/america/usa/airports.php
815,KAVL,2025-11-14 16:58:18.933000+00:00,1763139240,2025-11-14T17:00:00.000Z,15.6,-3.3,0,0.0,10+,1024.5,4,METAR,METAR KAVL 141654Z 00000KT 10SM CLR 16/M03 A3025 RMK AO2 SLP238 T01561033,35.4318,-82.5379,646,"Asheville Muni, NC, US",CLR,[],VFR,,1023.8,,,,,,,AVL,Asheville Regional Airport,United States of America,Asheville,https://www.worlddata.info/america/usa/airports.php
816,KAVP,2025-11-14 16:58:32.541000+00:00,1763139240,2025-11-14T17:00:00.000Z,8.9,-2.8,310,8.0,10+,1017.4,4,METAR,METAR KAVP 141654Z 31008G15KT 10SM FEW055 09/M03 A3004 RMK AO2 SLP174 T00891028,41.3335,-75.7227,290,"Wilkes-Barre Scranton Intl, PA, US",FEW,"[{'cover': 'FEW', 'base': 5500}]",VFR,,1017.4,,,15.0,,,,AVP,Wilkes Barre Scranton International Airport,United States of America,Wilkes-Barre/Scranton,https://www.worlddata.info/america/usa/airports.php
817,KAVQ,2025-11-14 17:42:04.961000+00:00,1763141700,2025-11-14T17:35:00.000Z,24.0,3.0,0,0.0,10+,1016.3,6,METAR,METAR KAVQ 141735Z AUTO 00000KT 10SM CLR 24/03 A3001 RMK AO2,32.4112,-111.216,618,"Tucson/Marana Rgnl, AZ, US",CLR,[],VFR,,,,,,,,,AVW,Marana Regional Airport,United States of America,Marana,https://www.worlddata.info/america/usa/airports.php
818,KAVX,2025-11-14 17:38:12.302000+00:00,1763141700,2025-11-14T17:35:00.000Z,14.4,14.4,150,8.0,0.75,1016.7,14,SPECI,SPECI KAVX 141735Z AUTO 15008G16KT 3/4SM BR BKN002 BKN008 OVC095 14/14 A3002 RMK AO2 VIS M1/4V5 T01440144 $,33.4042,-118.4146,482,"Avalon/Catalina Arpt, CA, US",OVC,"[{'cover': 'BKN', 'base': 200}, {'cover': 'BKN', 'base': 800}, {'cover': 'OVC', 'base': 9500}]",LIFR,BR,,,,16.0,,,,AVX,Catalina Airport,United States of America,Avalon,https://www.worlddata.info/america/usa/airports.php
819,KAWM,2025-11-14 16:56:31.418000+00:00,1763139180,2025-11-14T17:00:00.000Z,21.1,15.6,200,7.0,,1021.4,14,METAR,METAR KAWM 141653Z AUTO 20007KT 21/16 A3016 RMK AO2 SLP211 T02110156 $,35.1401,-90.2359,64,"West Memphis Muni, AR, US",,,,,1021.1,,,,,,,AWM,West Memphis Municipal Airport,United States of America,West Memphis,https://www.worlddata.info/america/usa/airports.php
820,KAXA,2025-11-14 17:42:09.799000+00:00,1763141700,2025-11-14T17:35:00.000Z,18.0,12.0,180,16.0,10+,1008.5,6,METAR,METAR KAXA 141735Z AUTO 18016KT 10SM CLR 18/12 A2978 RMK A01,43.0796,-94.2724,371,"Algona Muni, IA, US",CLR,[],VFR,,,,,,,,,AXG,Algona Municipal Airport,United States of America,Algona,https://www.worlddata.info/america/usa/airports.php
821,KAXN,2025-11-14 16:58:27.739000+00:00,1763139180,2025-11-14T17:00:00.000Z,13.9,4.4,140,9.0,10+,1004.8,6,METAR,METAR KAXN 141653Z AUTO 14009KT 10SM CLR 14/04 A2967 RMK AO2 SLP056 T01390044,45.868,-95.394,433,"Alexandria/Chandler Fld, MN, US",CLR,[],VFR,,1005.6,,,,,,,AXN,Chandler Field,United States of America,Alexandria,https://www.worlddata.info/america/usa/airports.php
822,KAXS,2025-11-14 17:46:03.785000+00:00,1763141760,2025-11-14T17:36:00.000Z,20.0,10.0,0,0.0,10+,1015.3,6,METAR,METAR KAXS 141736Z AUTO 00000KT 10SM CLR 20/10 A2998 RMK AO2,34.6963,-99.3402,433,"Altus/Quartz Mtn Rgnl, OK, US",CLR,[],VFR,,,,,,,,,AXS,Altus Quartz Mountain Regional Airport,United States of America,Altus,https://www.worlddata.info/america/usa/airports.php
823,KAXV,2025-11-14 17:40:27.711000+00:00,1763141700,2025-11-14T17:35:00.000Z,14.0,6.0,220,13.0,10+,1017.0,6,METAR,METAR KAXV 141735Z AUTO 22013KT 10SM CLR 14/06 A3003 RMK AO2,40.4959,-84.2929,278,"Wapakoneta/Armstrong Arpt, OH, US",CLR,[],VFR,,,,,,,,,AXV,Neil Armstrong Airport,United States of America,Wapakoneta,https://www.worlddata.info/america/usa/airports.php
824,KAXX,2025-11-14 17:40:33.421000+00:00,1763141700,2025-11-14T17:35:00.000Z,14.4,-8.7,240,18.0,10+,1027.2,6,METAR,METAR KAXX 141735Z AUTO 24018G23KT 10SM CLR 14/M09 A3033 RMK AO2 T01441087,36.422,-105.29,2543,"Angel Fire Arpt, NM, US",CLR,[],VFR,,,,,23.0,,,,AXX,Angel Fire Airport,United States of America,Angel Fire,https://www.worlddata.info/america/usa/airports.php
825,KAYS,2025-11-14 17:40:45.058000+00:00,1763141700,2025-11-14T17:35:00.000Z,23.7,0.4,60,5.0,10+,1022.8,6,METAR,METAR KAYS 141735Z AUTO 06005KT 10SM CLR 24/00 A3020 RMK AO2 T02370004,31.2466,-82.4014,42,"Waycross/Ware Cnty, GA, US",CLR,[],VFR,,,,,,,,,AYS,Waycross Ware County Airport,United States of America,Waycross,https://www.worlddata.info/america/usa/airports.php
826,KAZO,2025-11-14 16:58:12.820000+00:00,1763139180,2025-11-14T17:00:00.000Z,12.8,2.8,180,6.0,10+,1016.0,6,METAR,METAR KAZO 141653Z AUTO 18006KT 10SM CLR 13/03 A3000 RMK AO2 SLP163 T01280028,42.2283,-85.546,264,"Kalamazoo Intl, MI, US",CLR,[],VFR,,1016.3,,,,,,,AZO,Kalamazoo Battle Creek International Airport,United States of America,Kalamazoo,https://www.worlddata.info/america/usa/airports.php
827,KBAB,2025-11-14 17:06:09.114000+00:00,1763139300,2025-11-14T17:00:00.000Z,13.7,11.9,20,5.0,10+,1014.3,14,METAR,METAR KBAB 141655Z AUTO 02005KT 10SM CLR 14/12 A2995 RMK AO2 SLP145 T01370119 $,39.145,-121.436,31,"Beale AFB, CA, US",CLR,[],VFR,,1014.5,,,,,,,BAB,Beale Air Force Base,United States of America,Beale Air Force Base,https://www.worlddata.info/america/usa/airports.php
828,KBAD,2025-11-14 16:58:47.057000+00:00,1763139300,2025-11-14T17:00:00.000Z,25.8,16.3,170,10.0,10+,1021.1,4,METAR,METAR KBAD 141655Z 17010KT 10SM SCT030 26/16 A3015 RMK AO2A SLP213 T02580163,32.488,-93.658,49,"Barksdale AFB, LA, US",SCT,"[{'cover': 'SCT', 'base': 3000}]",VFR,,1021.3,,,,,,,BAD,Barksdale Air Force Base,United States of America,Bossier City,https://www.worlddata.info/america/usa/airports.php
829,KBAF,2025-11-14 16:58:33.983000+00:00,1763139180,2025-11-14T17:00:00.000Z,8.3,-4.4,310,15.0,10+,1014.6,5,METAR,METAR KBAF 141653Z COR 31015KT 10SM SCT030 08/M04 A2996 RMK AO2 SLP150 T00831044,42.16,-72.7124,80,"Westfield/Barnes Muni, MA, US",SCT,"[{'cover': 'SCT', 'base': 3000}]",VFR,,1015.0,,,,,,,BAF,Westfield-Barnes Regional Airport,United States of America,Westfield,https://www.worlddata.info/america/usa/airports.php
830,KBAK,2025-11-14 16:47:24.336000+00:00,1763138820,2025-11-14T17:00:00.000Z,13.0,5.0,200,8.0,10+,1018.7,0,METAR,METAR KBAK 141647Z 20008KT 10SM FEW045 SCT150 13/05 A3008,39.2664,-85.8926,199,"Columbus Muni, IN, US",SCT,"[{'cover': 'FEW', 'base': 4500}, {'cover': 'SCT', 'base': 15000}]",VFR,,,,,,,,,CLU,Columbus Municipal Airport,United States of America,Columbus,https://www.worlddata.info/america/usa/airports.php
831,KBAM,2025-11-14 17:40:32.335000+00:00,1763141700,2025-11-14T17:35:00.000Z,12.0,6.0,180,3.0,10+,1017.0,6,METAR,METAR KBAM 141735Z AUTO 18003KT 10SM CLR 12/06 A3003 RMK AO1,40.6048,-116.8719,1381,"Battle Mountain Arpt, NV, US",CLR,[],VFR,,,,,,,,,BAM,Battle Mountain Airport,United States of America,Battle Mountain,https://www.worlddata.info/america/usa/airports.php
832,KBBB,2025-11-14 17:40:28.912000+00:00,1763141700,2025-11-14T17:35:00.000Z,15.0,5.0,150,10.0,10+,1004.1,6,METAR,METAR KBBB 141735Z AUTO 15010KT 10SM CLR 15/05 A2965 RMK AO2,45.331,-95.6469,315,"Benson Muni, MN, US",CLR,[],VFR,,,,,,,,,BBB,Benson Municipal Airport,United States of America,Benson,https://www.worlddata.info/america/usa/airports.php
833,KBBD,2025-11-14 17:42:05.004000+00:00,1763141700,2025-11-14T17:35:00.000Z,25.0,14.0,200,13.0,10+,1019.0,6,METAR,METAR KBBD 141735Z AUTO 20013KT 10SM CLR 25/14 A3009 RMK AO2,31.1766,-99.3229,554,"Brady/Curtis Fld, TX, US",CLR,[],VFR,,,,,,,,,BBD,Curtis Field,United States of America,Brady,https://www.worlddata.info/america/usa/airports.php
834,KBBG,2025-11-14 17:59:37.425000+00:00,1763142300,2025-11-14T18:00:00.000Z,25.0,15.0,140,8.0,10+,1017.4,0,METAR,METAR KBBG 141745Z 14008KT 10SM FEW045 25/15 A3004,36.5259,-93.1969,403,"Branson Arpt, MO, US",FEW,"[{'cover': 'FEW', 'base': 4500}]",VFR,,,,,,,,,BKG,Branson Airport,United States of America,Branson,https://www.worlddata.info/america/usa/airports.php
835,KBBP,2025-11-14 17:40:28.957000+00:00,1763141700,2025-11-14T17:35:00.000Z,18.0,-1.0,10,4.0,10+,1023.1,6,METAR,METAR KBBP 141735Z AUTO 01004KT 10SM CLR 18/M01 A3021 RMK AO2,34.6228,-79.7354,44,"Bennettsville/Marlboro Jetport, SC, US",CLR,[],VFR,,,,,,,,,BTN,Marlboro County Jetport - H E Avent Field Airport,United States of America,Bennettsville,https://www.worlddata.info/america/usa/airports.php
836,KBBW,2025-11-14 16:58:12.834000+00:00,1763139180,2025-11-14T17:00:00.000Z,21.1,0.6,230,11.0,10+,1011.6,6,METAR,METAR KBBW 141653Z AUTO 23011KT 10SM CLR 21/01 A2987 RMK AO2 SLP108 T02110006,41.4365,-99.6385,771,"Broken Bow Muni, NE, US",CLR,[],VFR,,1010.8,,,,,,,BBW,Broken Bow Municipal Airport,United States of America,Broken Bow,https://www.worlddata.info/america/usa/airports.php
837,KBCB,2025-11-14 17:36:13.481000+00:00,1763141700,2025-11-14T17:35:00.000Z,14.5,-4.3,240,6.0,10+,1022.8,6,METAR,METAR KBCB 141735Z AUTO 24006KT 10SM CLR 15/M04 A3020 RMK AO2 T01451043,37.208,-80.4127,642,"Blacksburg/VA Tech Montgomery Exec, VA, US",CLR,[],VFR,,,,,,,,,BCB,Virginia Tech Montgomery Executive Airport,United States of America,Blacksburg,https://www.worlddata.info/america/usa/airports.php
838,KBCE,2025-11-14 16:58:05.453000+00:00,1763139180,2025-11-14T17:00:00.000Z,11.1,-5.0,130,9.0,10+,1024.5,6,METAR,METAR KBCE 141653Z AUTO 13009KT 10SM SCT080 11/M05 A3025 RMK AO2 SLP190 T01111050,37.7013,-112.149,2311,"Bryce Canyon Arpt, UT, US",SCT,"[{'cover': 'SCT', 'base': 8000}]",VFR,,1019.0,,,,,,,BCE,Bryce Canyon Airport,United States of America,Bryce Canyon,https://www.worlddata.info/america/usa/airports.php
839,KBCT,2025-11-14 16:48:04.856000+00:00,1763139180,2025-11-14T17:00:00.000Z,26.0,15.0,20,10.0,10+,1020.4,0,METAR,METAR KBCT 141653Z 02010KT 10SM SCT040 26/15 A3013,26.379,-80.106,3,"Boca Raton Arpt, FL, US",SCT,"[{'cover': 'SCT', 'base': 4000}]",VFR,,,,,,,,,BCT,Boca Raton Airport,United States of America,Boca Raton,https://www.worlddata.info/america/usa/airports.php
840,KBDE,2025-11-14 16:58:04.843000+00:00,1763139180,2025-11-14T17:00:00.000Z,11.7,2.2,170,12.0,10+,1002.1,6,METAR,METAR KBDE 141653Z AUTO 17012G22KT 10SM CLR 12/02 A2959 RMK AO2 SLP027 T01170022,48.7261,-94.6122,330,"Baudette Intl, MN, US",CLR,[],VFR,,1002.7,,,22.0,,,,BDE,Baudette International Airport,United States of America,Baudette,https://www.worlddata.info/america/usa/airports.php
841,KBDG,2025-11-14 17:38:11.961000+00:00,1763141700,2025-11-14T17:35:00.000Z,14.6,-4.5,0,0.0,4,1023.8,6,METAR,METAR KBDG 141735Z AUTO 00000KT 4SM HZ CLR 15/M05 A3023 RMK AO2 T01461045,37.587,-109.481,1778,"Blanding Muni, UT, US",CLR,[],MVFR,HZ,,,,,,,,BDG,Blanding Municipal Airport,United States of America,Blanding,https://www.worlddata.info/america/usa/airports.php
842,KBDL,2025-11-14 16:56:40.587000+00:00,1763139060,2025-11-14T17:00:00.000Z,8.3,-5.0,300,9.0,10+,1015.3,4,METAR,METAR KBDL 141651Z 30009G19KT 10SM FEW050 FEW070 08/M05 A2998 RMK AO2 SLP151 T00831050,41.9374,-72.682,52,"Hartford/Bradley Intl, CT, US",FEW,"[{'cover': 'FEW', 'base': 5000}, {'cover': 'FEW', 'base': 7000}]",VFR,,1015.1,,,19.0,,,,BDL,Bradley International Airport,United States of America,Hartford,https://www.worlddata.info/america/usa/airports.php
843,KBDR,2025-11-14 16:58:33.058000+00:00,1763139120,2025-11-14T17:00:00.000Z,8.9,-3.3,320,6.0,10+,1016.7,4,METAR,METAR KBDR 141652Z 32006KT 10SM BKN070 09/M03 A3002 RMK AO2 WSHFT 1619 SLP164 T00891033,41.1642,-73.1266,5,"Bridgeport/Sikorsky Mem, CT, US",BKN,"[{'cover': 'BKN', 'base': 7000}]",VFR,,1016.4,,,,,,,BDR,Igor I Sikorsky Memorial Airport,United States of America,Bridgeport,https://www.worlddata.info/america/usa/airports.php
844,KBDU,2025-11-14 17:42:10.993000+00:00,1763141700,2025-11-14T17:35:00.000Z,23.0,-4.0,0,0.0,10+,1015.7,6,METAR,METAR KBDU 141735Z AUTO 00000KT 10SM CLR 23/M04 A2999 RMK AO2,40.0377,-105.2274,1614,"Boulder Muni, CO, US",CLR,[],VFR,,,,,,,,,WBU,Boulder Municipal Airport,United States of America,Boulder,https://www.worlddata.info/america/usa/airports.php
845,KBEC,2025-11-14 17:40:45.162000+00:00,1763141700,2025-11-14T17:35:00.000Z,20.2,13.3,180,8.0,10+,1014.0,6,METAR,METAR KBEC 141735Z AUTO 18008KT 10SM CLR 20/13 A2994 RMK AO2 T02020133,37.694,-97.215,421,"Wichita/Beech Factory Arpt, KS, US",CLR,[],VFR,,,,,,,,,BEC,Beech Factory Airport,United States of America,Wichita,https://www.worlddata.info/america/usa/airports.php
846,KBED,2025-11-14 16:58:12.647000+00:00,1763139060,2025-11-14T17:00:00.000Z,6.7,-3.9,310,9.0,10+,1013.6,4,METAR,METAR KBED 141651Z 31009KT 10SM BKN045 BKN050 07/M04 A2993 RMK AO2 SLP150 T00671039,42.4681,-71.2946,39,"Bedford/Hanscom Fld, MA, US",BKN,"[{'cover': 'BKN', 'base': 4500}, {'cover': 'BKN', 'base': 5000}]",VFR,,1015.0,,,,,,,BED,Laurence G Hanscom Field,United States of America,Bedford,https://www.worlddata.info/america/usa/airports.php
847,KBEH,2025-11-14 16:58:27.258000+00:00,1763139180,2025-11-14T17:00:00.000Z,14.4,4.4,240,8.0,10+,1015.3,6,METAR,METAR KBEH 141653Z AUTO 24008KT 10SM CLR 14/04 A2998 RMK AO2 SLP156 T01440044,42.129,-86.4152,196,"Benton Harbor/SW Michigan Rgnl, MI, US",CLR,[],VFR,,1015.6,,,,,,,BEH,Southwest Michigan Regional Airport,United States of America,Benton Harbor,https://www.worlddata.info/america/usa/airports.php
848,KBFD,2025-11-14 16:58:12.851000+00:00,1763139180,2025-11-14T17:00:00.000Z,4.4,-2.2,240,7.0,10+,1018.0,6,METAR,METAR KBFD 141653Z AUTO 24007KT 10SM SCT080 04/M02 A3006 RMK AO2 SLP192 T00441022,41.7984,-78.6354,642,"Bradford Rgnl, PA, US",SCT,"[{'cover': 'SCT', 'base': 8000}]",VFR,,1019.2,,,,,,,BFD,Bradford Regional Airport,United States of America,Bradford,https://www.worlddata.info/america/usa/airports.php
849,KBFF,2025-11-14 16:58:30.860000+00:00,1763139180,2025-11-14T17:00:00.000Z,21.7,-3.9,260,11.0,10+,1012.6,6,METAR,METAR KBFF 141653Z AUTO 26011KT 10SM CLR 22/M04 A2990 RMK AO2 SLP106 T02171039,41.8747,-103.6011,1204,"Scottsbluff/Western Nebraska Rgnl, NE, US",CLR,[],VFR,,1010.6,,,,,,,BFF,Western Neb. Rgnl/William B. Heilig Airport,United States of America,Scottsbluff,https://www.worlddata.info/america/usa/airports.php
850,KBFI,2025-11-14 16:58:27.320000+00:00,1763139180,2025-11-14T17:00:00.000Z,9.4,8.9,300,3.0,1,1008.9,4,METAR,METAR KBFI 141653Z 30003KT 1SM RA BR OVC005 09/09 A2979 RMK AO2 SLP088 P0021 T00940089,47.5455,-122.3148,7,"Seattle/Boeing Fld, WA, US",OVC,"[{'cover': 'OVC', 'base': 500}]",IFR,RA BR,1008.8,,0.21,,,,,BFI,Boeing Field King County International Airport,United States of America,Seattle,https://www.worlddata.info/america/usa/airports.php
851,KBFL,2025-11-14 16:58:33.999000+00:00,1763139240,2025-11-14T17:00:00.000Z,15.6,15.0,320,8.0,7,1014.3,4,METAR,METAR KBFL 141654Z 32008KT 7SM -RA BKN008 BKN013 OVC070 16/15 A2995 RMK AO2 RAB16 SLP138 P0001 T01560150,35.4342,-119.0552,146,"Bakersfield/Meadows Arpt, CA, US",OVC,"[{'cover': 'BKN', 'base': 800}, {'cover': 'BKN', 'base': 1300}, {'cover': 'OVC', 'base': 7000}]",IFR,-RA,1013.8,,0.01,,,,,BFL,Meadows Field,United States of America,Bakersfield,https://www.worlddata.info/america/usa/airports.php
852,KBFM,2025-11-14 16:56:34.397000+00:00,1763139180,2025-11-14T17:00:00.000Z,21.7,15.6,90,5.0,10+,1024.5,4,METAR,METAR KBFM 141653Z 09005KT 10SM FEW030 22/16 A3025 RMK AO2 SLP241 T02170156,30.6147,-88.063,7,"Mobile/Downtown Arpt, AL, US",FEW,"[{'cover': 'FEW', 'base': 3000}]",VFR,,1024.1,,,,,,,BFM,Mobile Downtown Airport,United States of America,Mobile,https://www.worlddata.info/america/usa/airports.php
853,KBFR,2025-11-14 17:46:09.489000+00:00,1763141700,2025-11-14T17:35:00.000Z,20.0,11.0,230,12.0,10+,1018.0,6,METAR,METAR KBFR 141735Z AUTO 23012KT 10SM CLR 20/11 A3006 RMK AO2,38.8383,-86.446,223,"Bedford/Grissom Arpt, IN, US",CLR,[],VFR,,,,,,,,,BFR,Virgil I Grissom Municipal Airport,United States of America,Bedford,https://www.worlddata.info/america/usa/airports.php
854,KBGD,2025-11-14 16:56:39.629000+00:00,1763139060,2025-11-14T17:00:00.000Z,18.9,-3.9,260,4.0,10+,1017.4,6,METAR,METAR KBGD 141651Z AUTO 26004KT 10SM CLR 19/M04 A3004 RMK AO2 SLP148 T01891039,35.695,-101.3955,928,"Borger/Hutchinson Cnty, TX, US",CLR,[],VFR,,1014.8,,,,,,,BGD,Hutchinson County Airport,United States of America,Borger,https://www.worlddata.info/america/usa/airports.php
855,KBGE,2025-11-14 17:40:33.470000+00:00,1763141700,2025-11-14T17:35:00.000Z,22.6,2.7,360,6.0,,1023.1,134,METAR,METAR KBGE 141735Z AUTO 36006KT CLR 23/03 A3021 RMK AO2 PWINO T02260027,30.9709,-84.6344,40,"Bainbridge/Decatur Cnty, GA, US",CLR,[],,,,,,,,,,BGE,Decatur County Industrial Air Park,United States of America,Bainbridge,https://www.worlddata.info/america/usa/airports.php
856,KBGM,2025-11-14 16:58:12.665000+00:00,1763139180,2025-11-14T17:00:00.000Z,5.0,-1.1,300,5.0,10+,1015.7,4,METAR,METAR KBGM 141653Z 30005G14KT 10SM SCT028 BKN035 OVC045 05/M01 A2999 RMK AO2 SLP169 T00501011,42.2068,-75.9799,485,"Binghamton Arpt, NY, US",OVC,"[{'cover': 'SCT', 'base': 2800}, {'cover': 'BKN', 'base': 3500}, {'cover': 'OVC', 'base': 4500}]",VFR,,1016.9,,,14.0,,,,BGM,Greater Binghamton/Edwin A Link field,United States of America,Binghamton,https://www.worlddata.info/america/usa/airports.php
857,KBGR,2025-11-14 16:58:36.889000+00:00,1763139180,2025-11-14T17:00:00.000Z,4.4,-2.8,310,8.0,10+,1010.9,4,METAR,METAR KBGR 141653Z 31008G17KT 10SM SCT030 BKN035 04/M03 A2985 RMK AO2 SLP110 T00441028,44.7979,-68.8195,45,"Bangor Intl Arpt, ME, US",BKN,"[{'cover': 'SCT', 'base': 3000}, {'cover': 'BKN', 'base': 3500}]",VFR,,1011.0,,,17.0,,,,BGR,Bangor International Airport,United States of America,Bangor,https://www.worlddata.info/america/usa/airports.php
858,KBHB,2025-11-14 17:00:16.792000+00:00,1763139360,2025-11-14T17:00:00.000Z,3.3,-4.4,340,7.0,10+,1010.9,6,METAR,METAR KBHB 141656Z AUTO 34007G16KT 10SM CLR 03/M04 A2985 RMK AO2 SLP110 T00331044,44.4549,-68.3617,21,"Bar Harbor/Hancock Cnty, ME, US",CLR,[],VFR,,1011.0,,,16.0,,,,BHB,Hancock County-Bar Harbor Airport,United States of America,Bar Harbor,https://www.worlddata.info/america/usa/airports.php
